Dimensions;Vertices;Edge probability;Connectivity prob.;Edges;Expected value of edge count;Average degree;Expected value of degree;Density;Average density;Average path length;Grouping factor;Degree variance;Normalized degree variance;Average difference of vertex probability;Vertex probability difference variance
2;240;0.46;1.00;15620.90;19065.35;130.17;158.88;0.54;0.66;1.58;0.84;125.2593208;0.012804771;-0.004611879;0.000025769
2;240;0.48;1.00;16078.80;20759.24;133.99;172.99;0.56;0.72;1.55;0.84;133.1359395;0.01331736;-0.000267097;0.000000087
2;240;0.50;1.00;16671.70;22525.22;138.93;187.71;0.58;0.79;1.51;0.85;140.7826208;0.014431752;-0.000004172;0
2;250;0.02;0.65;878.80;39.11;7.03;0.31;0.03;0.00;0.50;0.74;0.312777467;0.000107262;-0.000000043;0
2;250;0.04;1.00;1728.60;156.45;13.83;1.25;0.06;0.01;5.64;0.76;1.249607936;0.000215573;-0.000023202;0.000000085
2;250;0.06;1.00;2585.55;352.02;20.68;2.82;0.08;0.01;6.18;0.76;2.80598561;0.000326957;-0.00045862;0.000017645
2;250;0.08;1.00;3407.20;625.81;27.26;5.01;0.11;0.02;5.54;0.76;4.974400824;0.000439411;-0.001933681;0.000186824
2;250;0.10;1.00;4274.05;977.82;34.19;7.82;0.14;0.03;4.69;0.77;7.74434005;0.000741955;-0.003399334;0.000347767
2;250;0.12;1.00;5028.00;1408.06;40.22;11.26;0.16;0.05;4.27;0.77;11.1022859;0.000839679;-0.003922212;0.000321337
2;250;0.14;1.00;5882.35;1916.53;47.06;15.33;0.19;0.06;3.76;0.78;15.0317171;0.001307881;-0.003995673;0.000273396
2;250;0.16;1.00;6635.00;2503.22;53.08;20.03;0.21;0.08;3.37;0.78;19.51310855;0.001411548;-0.003999899;0.00023695
2;250;0.18;1.00;7364.55;3168.14;58.92;25.35;0.24;0.10;3.10;0.79;24.52393123;0.001618173;-0.003999999;0.000208693
2;250;0.20;1.00;8180.70;3911.28;65.45;31.29;0.26;0.13;2.85;0.79;30.03865232;0.002245632;-0.004;0.000186127
2;250;0.22;1.00;8892.40;4732.65;71.14;37.86;0.29;0.15;2.68;0.79;36.02873507;0.002746937;-0.004;0.000167687
2;250;0.24;1.00;9686.85;5632.25;77.49;45.06;0.31;0.18;2.49;0.79;42.46263892;0.003370828;-0.004;0.000152335
2;250;0.26;1.00;10377.75;6610.07;83.02;52.88;0.33;0.21;2.35;0.80;49.3058194;0.003876269;-0.004;0.000139354
2;250;0.28;1.00;11042.30;7666.11;88.34;61.33;0.35;0.25;2.25;0.80;56.5207282;0.0041664;-0.004;0.000128234
2;250;0.30;1.00;11803.70;8800.39;94.43;70.40;0.38;0.28;2.11;0.81;64.06681314;0.004978034;-0.004;0.0001186
2;250;0.32;1.00;12365.10;10012.88;98.92;80.10;0.40;0.32;2.03;0.81;71.90051819;0.005741114;-0.004;0.000110174
2;250;0.34;1.00;13142.25;11303.61;105.14;90.43;0.42;0.36;1.94;0.81;79.97528341;0.006322893;-0.004;0.000102741
2;250;0.36;1.00;13785.75;12672.56;110.29;101.38;0.44;0.41;1.86;0.82;88.24154505;0.007717865;-0.004000143;0.000096135
2;250;0.38;1.00;14367.55;14119.73;114.94;112.96;0.46;0.45;1.80;0.82;96.64673545;0.007749157;-0.004051159;0.000089823
2;250;0.40;1.00;15160.50;15645.13;121.28;125.16;0.49;0.50;1.73;0.83;105.1352831;0.009739004;-0.006499235;0.00007497
2;250;0.42;1.00;15697.10;17248.76;125.58;137.99;0.50;0.55;1.68;0.83;113.6486127;0.010077428;-0.015120277;0.00020582
2;250;0.44;1.00;16360.00;18930.61;130.88;151.44;0.53;0.61;1.63;0.83;122.1251449;0.011612934;-0.010875131;0.000126792
2;250;0.46;1.00;17031.25;20690.69;136.25;165.53;0.55;0.66;1.58;0.84;130.5002966;0.012508928;-0.001393659;0.000002155
2;250;0.48;1.00;17545.25;22528.99;140.36;180.23;0.56;0.72;1.54;0.84;138.7064809;0.013787783;-0.000042236;0.000000002
2;250;0.50;1.00;17984.95;24445.52;143.88;195.56;0.58;0.79;1.51;0.85;146.673107;0.01402398;-0.000000299;0
2;260;0.02;0.70;943.40;42.31;7.26;0.33;0.03;0.00;0.63;0.74;0.325338811;0.000103439;-0.00000008;0
2;260;0.04;1.00;1859.55;169.24;14.30;1.30;0.06;0.01;7.27;0.76;1.299792994;0.000191308;-0.00003781;0.000000253
2;260;0.06;1.00;2808.20;380.80;21.60;2.93;0.08;0.01;6.15;0.76;2.918675795;0.000362514;-0.000631533;0.000039742
2;260;0.08;1.00;3683.45;676.98;28.33;5.21;0.11;0.02;5.68;0.77;5.174175957;0.000453275;-0.002241709;0.000261436
2;260;0.10;1.00;4550.90;1057.77;35.01;8.14;0.14;0.03;4.83;0.77;8.055357723;0.000606847;-0.003478377;0.000352733
2;260;0.12;1.00;5498.20;1523.19;42.29;11.72;0.16;0.05;4.23;0.77;11.54816083;0.000855565;-0.003810357;0.000303877
2;260;0.14;1.00;6307.25;2073.24;48.52;15.95;0.19;0.06;3.73;0.78;15.63540052;0.000936318;-0.003844703;0.000257988
2;260;0.16;1.00;7279.15;2707.90;55.99;20.83;0.22;0.08;3.34;0.78;20.29676752;0.001535735;-0.00384613;0.000223657
2;260;0.18;1.00;8045.75;3427.19;61.89;26.36;0.24;0.10;3.11;0.78;25.50882807;0.001801589;-0.003846154;0.000197026
2;260;0.20;1.00;8859.20;4231.10;68.15;32.55;0.26;0.13;2.89;0.79;31.2450239;0.001958836;-0.003846154;0.000175756
2;260;0.22;1.00;9642.25;5119.63;74.17;39.38;0.29;0.15;2.65;0.79;37.47567222;0.002948318;-0.003846154;0.000158375
2;260;0.24;1.00;10451.15;6092.78;80.39;46.87;0.31;0.18;2.46;0.79;44.16796578;0.003106624;-0.003846154;0.000143904
2;260;0.26;1.00;11191.05;7150.55;86.09;55.00;0.33;0.21;2.37;0.80;51.28597279;0.00367551;-0.003846154;0.000131667
2;260;0.28;1.00;11906.35;8292.95;91.59;63.79;0.35;0.25;2.23;0.80;58.79063696;0.003885686;-0.003846154;0.000121184
2;260;0.30;1.00;12745.65;9519.97;98.04;73.23;0.38;0.28;2.13;0.81;66.63977753;0.005115851;-0.003846154;0.000112103
2;260;0.32;1.00;13524.60;10831.61;104.04;83.32;0.40;0.32;2.01;0.81;74.7880892;0.005883169;-0.003846154;0.00010416
2;260;0.34;1.00;14256.65;12227.87;109.67;94.06;0.42;0.36;1.93;0.82;83.18714218;0.006827039;-0.003846154;0.000097153
2;260;0.36;1.00;14885.25;13708.75;114.50;105.45;0.44;0.41;1.87;0.82;91.7853822;0.007449917;-0.003847721;0.000090914
2;260;0.38;1.00;15622.45;15274.26;120.17;117.49;0.46;0.45;1.80;0.82;100.5281304;0.008252671;-0.004196578;0.000082839
2;260;0.40;1.00;16363.05;16924.39;125.87;130.19;0.49;0.50;1.74;0.83;109.3575836;0.009958703;-0.009937009;0.000088357
2;260;0.42;1.00;16904.80;18659.14;130.04;143.53;0.50;0.55;1.68;0.83;118.212814;0.010143633;-0.016745727;0.000257477
2;260;0.44;1.00;17829.55;20478.51;137.15;157.53;0.53;0.61;1.62;0.83;127.0297692;0.012309847;-0.005927342;0.000035733
2;260;0.46;1.00;18368.50;22382.50;141.30;172.17;0.55;0.66;1.58;0.84;135.7412724;0.012052622;-0.000347062;0.000000123
2;260;0.48;1.00;19098.40;24371.12;146.91;187.47;0.57;0.72;1.54;0.84;144.2770223;0.014426548;-0.000004887;0
2;260;0.50;1.00;19303.85;26444.36;148.49;203.42;0.57;0.79;1.52;0.85;152.5635932;0.013267346;-0.000000016;0
2;270;0.02;0.75;1030.95;45.63;7.64;0.34;0.03;0.00;0.80;0.75;0.337900155;0.000110335;-0.000000077;0
2;270;0.04;1.00;2035.00;182.54;15.07;1.35;0.06;0.01;7.07;0.76;1.349978052;0.000208562;-0.000036619;0.000000228
2;270;0.06;1.00;3019.35;410.71;22.37;3.04;0.08;0.01;6.57;0.76;3.03136598;0.000341003;-0.000613433;0.000034905
2;270;0.08;1.00;3978.60;730.16;29.47;5.41;0.11;0.02;5.80;0.76;5.373951091;0.000455218;-0.002175298;0.000237443
2;270;0.10;1.00;4965.50;1140.87;36.78;8.45;0.14;0.03;4.88;0.77;8.366375396;0.000687172;-0.003361622;0.000331541
2;270;0.12;1.00;5898.65;1642.85;43.69;12.17;0.16;0.05;4.27;0.77;11.99403577;0.000884308;-0.003671869;0.000287282
2;270;0.14;1.00;6843.20;2236.10;50.69;16.56;0.19;0.06;3.77;0.78;16.23908394;0.000995405;-0.003702502;0.000243992
2;270;0.16;1.00;7752.00;2920.63;57.42;21.63;0.21;0.08;3.42;0.78;21.0804265;0.001248004;-0.003703686;0.000211566
2;270;0.18;1.00;8620.60;3696.42;63.86;27.38;0.24;0.10;3.14;0.79;26.49372491;0.001594037;-0.003703704;0.000186411
2;270;0.20;1.00;9583.90;4563.48;70.99;33.80;0.26;0.13;2.87;0.79;32.45139548;0.002115493;-0.003703704;0.000166319
2;270;0.22;1.00;10392.35;5521.81;76.98;40.90;0.29;0.15;2.65;0.79;38.92260938;0.002634869;-0.003703704;0.000149898
2;270;0.24;1.00;11213.30;6571.41;83.06;48.68;0.31;0.18;2.51;0.80;45.87329264;0.003054516;-0.003703704;0.000136227
2;270;0.26;1.00;12189.45;7712.28;90.29;57.13;0.34;0.21;2.35;0.80;53.26612617;0.004134982;-0.003703704;0.000124666
2;270;0.28;1.00;12910.60;8944.42;95.63;66.25;0.36;0.25;2.23;0.80;61.06054573;0.004845076;-0.003703704;0.000114762
2;270;0.30;1.00;13789.05;10267.82;102.14;76.06;0.38;0.28;2.11;0.81;69.21274191;0.005364206;-0.003703704;0.000106182
2;270;0.32;1.00;14649.05;11682.50;108.51;86.54;0.40;0.32;2.02;0.81;77.67566021;0.006029317;-0.003703704;0.000098677
2;270;0.34;1.00;15387.05;13188.45;113.98;97.69;0.42;0.36;1.93;0.82;86.39900095;0.006505018;-0.003703718;0.000092057
2;270;0.36;1.00;16240.50;14785.67;120.30;109.52;0.45;0.41;1.85;0.82;95.32921935;0.008062637;-0.003716169;0.000086081
2;270;0.38;1.00;16978.90;16474.15;125.77;122.03;0.47;0.45;1.79;0.82;104.4095254;0.009207874;-0.005011138;0.000073503
2;270;0.40;1.00;17605.45;18253.91;130.41;135.21;0.48;0.50;1.73;0.83;113.5798842;0.009526362;-0.014555329;0.000159184
2;270;0.42;1.00;18449.65;20124.94;136.66;149.07;0.51;0.55;1.68;0.83;122.7770153;0.01080858;-0.013741431;0.000170574
2;270;0.44;1.00;19175.40;22087.23;142.04;163.61;0.53;0.61;1.61;0.84;131.9343934;0.011734659;-0.002415069;0.000005571
2;270;0.46;1.00;19735.20;24140.80;146.19;178.82;0.54;0.66;1.58;0.84;140.9822481;0.012136199;-0.000064525;0.000000004
2;270;0.48;1.00;20648.20;26285.63;152.95;194.71;0.57;0.72;1.54;0.84;149.8475637;0.014123413;-0.000000423;0
2;270;0.50;1.00;20987.55;28521.73;155.46;211.27;0.58;0.79;1.51;0.85;158.4540795;0.014035195;-0.000000001;0
2;280;0.02;0.85;1102.85;49.08;7.88;0.35;0.03;0.00;0.78;0.76;0.350461499;0.000100923;-0.000000109;0
2;280;0.04;1.00;2184.50;196.34;15.60;1.40;0.06;0.01;7.62;0.76;1.400163109;0.000198371;-0.000048261;0.000000426
2;280;0.06;1.00;3237.65;441.76;23.13;3.16;0.08;0.01;6.55;0.76;3.144056165;0.000294579;-0.000730957;0.000054127
2;280;0.08;1.00;4306.20;785.35;30.76;5.61;0.11;0.02;5.62;0.76;5.573726224;0.000436558;-0.002329848;0.000277448
2;280;0.10;1.00;5357.30;1227.11;38.27;8.77;0.14;0.03;4.90;0.77;8.677393068;0.000680135;-0.003341675;0.0003233
2;280;0.12;1.00;6310.75;1767.03;45.08;12.62;0.16;0.05;4.28;0.77;12.4399107;0.000748634;-0.003554557;0.000272302
2;280;0.14;1.00;7336.75;2405.13;52.41;17.18;0.19;0.06;3.71;0.78;16.84276736;0.001043019;-0.003570943;0.000231218
2;280;0.16;1.00;8319.05;3141.39;59.42;22.44;0.21;0.08;3.44;0.78;21.86408548;0.001244723;-0.003571423;0.000200532
2;280;0.18;1.00;9316.85;3975.82;66.55;28.40;0.24;0.10;3.09;0.78;27.47862175;0.001854906;-0.003571429;0.00017672
2;280;0.20;1.00;10306.40;4908.42;73.62;35.06;0.26;0.13;2.85;0.79;33.65776705;0.002219991;-0.003571429;0.0001577
2;280;0.22;1.00;11177.70;5939.19;79.84;42.42;0.29;0.15;2.68;0.79;40.36954653;0.002649645;-0.003571429;0.000142155
2;280;0.24;1.00;12256.65;7068.13;87.55;50.49;0.31;0.18;2.46;0.80;47.57861951;0.003641883;-0.003571429;0.000129212
2;280;0.26;1.00;12949.45;8295.24;92.50;59.25;0.33;0.21;2.35;0.80;55.24627956;0.003406426;-0.003571429;0.000118268
2;280;0.28;1.00;13905.90;9620.51;99.33;68.72;0.36;0.25;2.22;0.80;63.33045449;0.004516402;-0.003571429;0.000108891
2;280;0.30;1.00;14697.85;11043.95;104.98;78.89;0.38;0.28;2.14;0.81;71.78570629;0.00449344;-0.003571429;0.000100768
2;280;0.32;1.00;15740.15;12565.57;112.43;89.75;0.40;0.32;2.01;0.81;80.56323122;0.006044243;-0.003571429;0.000093662
2;280;0.34;1.00;16372.85;14185.35;116.95;101.32;0.42;0.36;1.95;0.82;89.61085973;0.006272149;-0.003571592;0.000087393
2;280;0.36;1.00;17170.05;15903.29;122.64;113.59;0.44;0.41;1.88;0.82;98.8730565;0.006643747;-0.003669378;0.000081137
2;280;0.38;1.00;18188.00;17719.41;129.91;126.57;0.47;0.45;1.79;0.82;108.2909204;0.008636128;-0.007211458;0.000067178
2;280;0.40;1.00;19020.75;19633.70;135.86;140.24;0.49;0.50;1.73;0.83;117.8021847;0.009157638;-0.017954397;0.000245885
2;280;0.42;1.00;19702.40;21646.15;140.73;154.62;0.50;0.55;1.69;0.83;127.3412166;0.010396297;-0.008648853;0.00006497
2;280;0.44;1.00;20638.15;23756.77;147.42;169.69;0.53;0.61;1.63;0.84;136.8390177;0.012040478;-0.000747731;0.0000005
2;280;0.46;1.00;21097.85;25965.56;150.70;185.47;0.54;0.66;1.59;0.84;146.2232239;0.0120237;-0.000009128;0
2;280;0.48;1.00;21922.95;28272.52;156.59;201.95;0.56;0.72;1.55;0.84;155.4181051;0.013293432;-0.000000028;0
2;280;0.50;1.00;22909.30;30677.65;163.64;219.13;0.59;0.79;1.50;0.85;164.3445657;0.015230096;0;0
2;290;0.02;0.95;1195.20;52.66;8.24;0.36;0.03;0.00;0.80;0.75;0.363022844;0.000100949;-0.000000105;0
2;290;0.04;1.00;2344.95;210.64;16.17;1.45;0.06;0.01;7.23;0.75;1.450348167;0.000199223;-0.000046833;0.000000385
2;290;0.06;1.00;3490.20;473.93;24.07;3.27;0.08;0.01;6.81;0.76;3.25674635;0.000324113;-0.000711005;0.000047815
2;290;0.08;1.00;4615.70;842.55;31.83;5.81;0.11;0.02;5.66;0.76;5.773501358;0.000441977;-0.002263359;0.000254334
2;290;0.10;1.00;5727.50;1316.48;39.50;9.08;0.14;0.03;4.79;0.77;8.988410741;0.000603629;-0.00323447;0.000305755
2;290;0.12;1.00;6783.40;1895.74;46.78;13.07;0.16;0.05;4.27;0.77;12.88578564;0.000769697;-0.003433311;0.00025847
2;290;0.14;1.00;7852.35;2580.31;54.15;17.80;0.19;0.06;3.83;0.78;17.44645077;0.000960178;-0.003447877;0.000219528
2;290;0.16;1.00;8977.50;3370.20;61.91;23.24;0.21;0.08;3.39;0.78;22.64774446;0.001365321;-0.003448272;0.000190427
2;290;0.18;1.00;9974.45;4265.41;68.79;29.42;0.24;0.10;3.12;0.78;28.46351858;0.00171837;-0.003448276;0.000167844
2;290;0.20;1.00;11016.05;5265.94;75.97;36.32;0.26;0.13;2.87;0.79;34.86413863;0.001998712;-0.003448276;0.000149804
2;290;0.22;1.00;12025.65;6371.78;82.94;43.94;0.29;0.15;2.67;0.79;41.81648368;0.002476636;-0.003448276;0.00013506
2;290;0.24;1.00;13039.95;7582.95;89.93;52.30;0.31;0.18;2.49;0.79;49.28394637;0.003138929;-0.003448276;0.000122783
2;290;0.26;1.00;13913.25;8899.43;95.95;61.38;0.33;0.21;2.37;0.80;57.22643295;0.003684997;-0.003448276;0.000112402
2;290;0.28;1.00;14922.25;10321.24;102.91;71.18;0.36;0.25;2.23;0.80;65.60036325;0.00429783;-0.003448276;0.000103507
2;290;0.30;1.00;15848.40;11848.36;109.30;81.71;0.38;0.28;2.12;0.81;74.35867068;0.004749131;-0.003448276;0.000095802
2;290;0.32;1.00;16851.40;13480.80;116.22;92.97;0.40;0.32;2.02;0.81;83.45080223;0.006286706;-0.003448276;0.000089062
2;290;0.34;1.00;17804.95;15218.56;122.79;104.96;0.42;0.36;1.93;0.82;92.8227185;0.007068589;-0.003449725;0.000083106
2;290;0.36;1.00;18621.95;17061.64;128.43;117.67;0.44;0.41;1.86;0.82;102.4168936;0.007340929;-0.003868279;0.000075136
2;290;0.38;1.00;19384.55;19010.03;133.69;131.10;0.46;0.45;1.80;0.82;112.1723154;0.007576996;-0.011152986;0.0000886
2;290;0.40;1.00;20328.70;21063.75;140.20;145.27;0.49;0.50;1.74;0.83;122.0244852;0.009495641;-0.017772466;0.000242376
2;290;0.42;1.00;21170.60;23222.78;146.00;160.16;0.51;0.55;1.68;0.83;131.9054179;0.010046225;-0.004216932;0.00001468
2;290;0.44;1.00;21979.55;25487.14;151.58;175.77;0.52;0.61;1.63;0.84;141.743642;0.011146626;-0.000178811;0.000000027
2;290;0.46;1.00;22835.65;27856.81;157.49;192.12;0.54;0.66;1.59;0.84;151.4641997;0.01210559;-0.000001;0
2;290;0.48;1.00;23537.45;30331.80;162.33;209.18;0.56;0.72;1.55;0.84;160.9886465;0.013138959;-0.000000001;0
2;290;0.50;1.00;24428.25;32912.11;168.47;226.98;0.58;0.79;1.51;0.85;170.2350519;0.014313244;0;0
2;300;0.02;1.00;1262.85;56.36;8.42;0.38;0.03;0.00;1.44;0.75;0.375584188;0.000095306;-0.000000133;0
2;300;0.04;1.00;2476.75;225.44;16.51;1.50;0.06;0.01;8.20;0.76;1.500533225;0.000164339;-0.000056307;0.000000584
2;300;0.06;1.00;3716.75;507.24;24.78;3.38;0.08;0.01;6.86;0.76;3.369436535;0.000299827;-0.000793216;0.000062162
2;300;0.08;1.00;4964.95;901.76;33.10;6.01;0.11;0.02;5.58;0.76;5.973276491;0.000485697;-0.002337713;0.000271335
2;300;0.10;1.00;6057.40;1409.00;40.38;9.39;0.14;0.03;4.95;0.77;9.299428414;0.000450313;-0.00317877;0.000294045
2;300;0.12;1.00;7252.00;2028.97;48.35;13.53;0.16;0.05;4.33;0.77;13.33166057;0.000706707;-0.003324372;0.000245796
2;300;0.14;1.00;8463.65;2761.65;56.42;18.41;0.19;0.06;3.81;0.78;18.05013419;0.001078882;-0.003333142;0.000208793
2;300;0.16;1.00;9597.35;3607.05;63.98;24.05;0.21;0.08;3.39;0.78;23.43140343;0.00133243;-0.003333332;0.000181147
2;300;0.18;1.00;10780.65;4565.17;71.87;30.43;0.24;0.10;3.07;0.79;29.44841542;0.001714661;-0.003333333;0.00015969
2;300;0.20;1.00;11871.10;5636.02;79.14;37.57;0.26;0.13;2.87;0.79;36.07051021;0.002182616;-0.003333333;0.000142549
2;300;0.22;1.00;12826.75;6819.58;85.51;45.46;0.29;0.15;2.70;0.79;43.26342083;0.002440291;-0.003333333;0.000128539
2;300;0.24;1.00;13874.05;8115.86;92.49;54.11;0.31;0.18;2.52;0.79;50.98927324;0.002899028;-0.003333333;0.000116873
2;300;0.26;1.00;14908.40;9524.87;99.39;63.50;0.33;0.21;2.39;0.80;59.20658634;0.003305655;-0.003333333;0.000107008
2;300;0.28;1.00;16127.55;11046.59;107.52;73.64;0.36;0.25;2.20;0.80;67.87027201;0.004913854;-0.003333333;0.000098556
2;300;0.30;1.00;17041.00;12681.04;113.61;84.54;0.38;0.28;2.10;0.81;76.93163506;0.00536439;-0.003333333;0.000091233
2;300;0.32;1.00;17917.05;14428.20;119.45;96.19;0.40;0.32;2.03;0.81;86.33837324;0.005418678;-0.003333337;0.000084828
2;300;0.34;1.00;18943.45;16288.09;126.29;108.59;0.42;0.36;1.94;0.81;96.03457727;0.006488681;-0.003343196;0.000079112
2;300;0.36;1.00;19982.25;18260.70;133.22;121.74;0.45;0.41;1.86;0.82;105.9607308;0.007552792;-0.004723491;0.000066932
2;300;0.38;1.00;20890.75;20346.02;139.27;135.64;0.47;0.45;1.78;0.82;116.0537104;0.008691925;-0.015931006;0.000160342
2;300;0.40;1.00;21728.60;22544.07;144.86;150.29;0.48;0.50;1.74;0.83;126.2467857;0.009649859;-0.0139819;0.000147104
2;300;0.42;1.00;22903.75;24854.84;152.69;165.70;0.51;0.55;1.67;0.83;136.4696192;0.011325476;-0.001613225;0.000002032
2;300;0.44;1.00;23486.10;27278.32;156.57;181.86;0.52;0.61;1.64;0.83;146.6482663;0.011084104;-0.000033539;0.000000001
2;300;0.46;1.00;24582.15;29814.53;163.88;198.76;0.55;0.66;1.58;0.84;156.7051754;0.012468851;-0.000000127;0
2;300;0.48;1.00;25179.65;32463.46;167.86;216.42;0.56;0.72;1.55;0.84;166.559188;0.013753289;0;0
2;300;0.50;1.00;26465.50;35225.11;176.44;234.83;0.59;0.79;1.49;0.85;176.1255381;0.01534408;0;0
